cm-1 Intensity 

-29.0 0.7037999999999994
-28.594857142857144 0.7502999999999994
-28.189714285714288 0.8013999999999996
-27.784571428571432 0.8569999999999995
-27.379428571428576 0.9177999999999995
-26.97428571428572 0.9837999999999995
-26.569142857142865 1.0555999999999992
-26.16400000000001 1.1328999999999996
-25.758857142857153 1.2154999999999994
-25.353714285714297 1.3029999999999995
-24.94857142857144 1.3943999999999994
-24.543428571428585 1.4888999999999992
-24.13828571428573 1.5844999999999994
-23.733142857142873 1.6790999999999991
-23.328000000000017 1.7697999999999992
-22.92285714285716 1.8534999999999993
-22.517714285714305 1.9271999999999991
-22.11257142857145 1.9872999999999992
-21.707428571428594 2.0309999999999997
-21.302285714285738 2.055700000000001
-20.89714285714288 2.060700000000001
-20.492000000000026 2.045300000000001
-20.08685714285717 2.010399999999999
-19.681714285714314 1.9582999999999993
-19.276571428571458 1.8908999999999991
-18.871428571428602 1.8122999999999991
-18.466285714285746 1.7249999999999992
-18.06114285714289 1.6325999999999992
-17.656000000000034 1.5379999999999991
-17.25085714285718 1.4434999999999991
-16.845714285714323 1.350999999999999
-16.440571428571467 1.262399999999999
-16.03542857142861 1.178099999999999
-15.630285714285753 1.099399999999999
-15.225142857142895 1.0264
-14.820000000000038 0.9585999999999999
-14.41485714285718 0.8962
-14.009714285714322 0.8387999999999999
-13.604571428571465 0.7864999999999999
-13.199428571428607 0.7387999999999998
-12.79428571428575 0.6950999999999999
-12.389142857142891 0.6549999999999999
-11.984000000000034 0.6185999999999999
-11.578857142857176 0.5856999999999998
-11.173714285714318 0.5552999999999997
-10.76857142857146 0.5275999999999997
-10.363428571428603 0.5021999999999998
-9.958285714285745 0.47879999999999984
-9.553142857142888 0.4574999999999998
-9.14800000000003 0.43779999999999974
-8.742857142857172 0.42009999999999975
-8.337714285714314 0.4038999999999997
-7.932571428571458 0.38859999999999967
-7.527428571428601 0.3742999999999997
-7.122285714285744 0.36149999999999977
-6.717142857142887 0.34939999999999977
-6.3120000000000305 0.33819999999999983
-5.906857142857174 0.3277999999999998
-5.501714285714317 0.3183999999999999
-5.09657142857146 0.3092999999999999
-4.691428571428603 0.30109999999999987
-4.2862857142857465 0.29329999999999984
-3.881142857142889 0.2861999999999999
-3.476000000000032 0.27949999999999986
-3.0708571428571747 0.2731999999999999
-2.6657142857143175 0.2674999999999999
-2.26057142857146 0.26209999999999994
-1.855428571428603 0.25689999999999996
-1.4502857142857457 0.2522999999999999
-1.0451428571428885 0.2477999999999999
-0.6400000000000313 0.2434999999999999
-0.23485714285717418 0.23959999999999992
0.17028571428568295 0.2361999999999999
0.5754285714285401 0.23269999999999996
0.9805714285713972 0.22959999999999994
1.3857142857142544 0.22669999999999993
1.7908571428571114 0.22409999999999994
2.1959999999999686 0.2213999999999999
2.601142857142826 0.21909999999999988
3.006285714285683 0.2169999999999999
3.4114285714285404 0.21479999999999988
3.8165714285713976 0.21289999999999987
4.2217142857142544 0.2111999999999999
4.626857142857111 0.2094999999999999
5.031999999999968 0.20809999999999992
5.437142857142825 0.20669999999999994
5.842285714285682 0.20539999999999992
6.2474285714285385 0.20439999999999992
6.652571428571395 0.20329999999999993
7.057714285714252 0.2025
7.462857142857109 0.20159999999999995
7.867999999999966 0.20069999999999993
8.273142857142822 0.19999999999999996
8.67828571428568 0.19939999999999994
9.083428571428538 0.19879999999999992
9.488571428571396 0.19829999999999992
9.893714285714253 0.19809999999999992
10.298857142857111 0.1977999999999999
10.703999999999969 0.19739999999999988
11.109142857142826 0.1971999999999999
11.514285714285684 0.19709999999999991
11.919428571428542 0.1969999999999999
12.3245714285714 0.19709999999999994
12.729714285714257 0.19719999999999996
13.134857142857115 0.1972
13.539999999999973 0.1976
13.94514285714283 0.1982
14.350285714285688 0.19839999999999997
14.755428571428546 0.19889999999999994
15.160571428571403 0.19909999999999997
15.565714285714261 0.20009999999999997
15.970857142857119 0.20049999999999998
16.375999999999976 0.20149999999999993
16.781142857142832 0.2024
17.186285714285688 0.20309999999999997
17.591428571428544 0.20410000000000003
17.9965714285714 0.2049
18.401714285714256 0.20600000000000002
18.806857142857112 0.2071
19.211999999999968 0.2082
19.617142857142824 0.20950000000000002
20.02228571428568 0.2109
20.427428571428536 0.21209999999999998
20.83257142857139 0.21379999999999996
21.237714285714247 0.21519999999999997
21.642857142857103 0.2166
22.04799999999996 0.21829999999999994
22.453142857142815 0.21999999999999995
22.85828571428567 0.22189999999999996
23.263428571428527 0.22409999999999997
23.668571428571383 0.22599999999999995
24.07371428571424 0.2279999999999999
24.478857142857095 0.23019999999999988
24.88399999999995 0.23249999999999996
25.289142857142807 0.23499999999999996
25.694285714285662 0.23739999999999997
26.09942857142852 0.24
26.504571428571374 0.2427
26.90971428571423 0.24559999999999998
27.314857142857086 0.2486
27.719999999999942 0.2515
28.125142857142798 0.25449999999999995
28.530285714285654 0.2576
28.93542857142851 0.26130000000000003
29.340571428571366 0.2647
29.74571428571422 0.26859999999999995
30.150857142857078 0.2725999999999999
30.555999999999933 0.2765999999999999
30.96114285714279 0.28079999999999994
31.366285714285645 0.28540000000000004
31.7714285714285 0.2899
32.17657142857136 0.295
32.58171428571421 0.3004
32.98685714285707 0.306
33.391999999999925 0.31160000000000004
33.79714285714278 0.3175
34.20228571428564 0.3234000000000001
34.60742857142849 0.3302000000000001
35.01257142857135 0.33680000000000004
35.417714285714204 0.34410000000000013
35.82285714285706 0.3520000000000001
36.227999999999916 0.36010000000000014
36.63314285714277 0.3691000000000001
37.03828571428563 0.37790000000000007
37.443428571428484 0.3875000000000001
