
     Program DYNMAT v.6.4 starts on  7Jan2021 at 20:25:31 

     This program is part of the open-source Quantum ESPRESSO suite
     for quantum simulation of materials; please cite
         "P. Giannozzi et al., J. Phys.:Condens. Matter 21 395502 (2009);
         "P. Giannozzi et al., J. Phys.:Condens. Matter 29 465901 (2017);
          URL http://www.quantum-espresso.org", 
     in publications or presentations arising from this work. More details at
     http://www.quantum-espresso.org/quote

     Parallel version (MPI), running on    16 processors

     MPI processes distributed on     1 nodes
     R & G space division:  proc/nbgrp/npool/nimage =      16

     Reading Dynamical Matrix from file AlPO3_3.dynG
     ...Force constants read
     ...epsilon and Z* read
     ...Raman cross sections read
     Acoustic Sum Rule: || Z*(ASR) - Z*(orig)|| =    7.217650E-02
     Acoustic Sum Rule: ||dyn(ASR) - dyn(orig)||=    1.195549E-01
     A direction for q was not specified:TO-LO splitting will be absent

     Polarizability (A^3 units)
     multiply by 0.667384 for Clausius-Mossotti correction
       301.277472   -0.000700   -0.000700
        -0.000700  301.277472   -0.000700
        -0.000700   -0.000700  301.277472

     IR activities are in (D/A)^2/amu units
     Raman activities are in A^4/amu units
     multiply Raman by 0.445401 for Clausius-Mossotti correction

# mode   [cm-1]    [THz]      IR          Raman   depol.fact
  396    555.73   16.6603    2.3533         0.0918    0.7500
  397    560.41   16.8008    4.3182         0.1631    0.7500
  398    560.41   16.8008    4.3182         0.1631    0.7500
  399    561.54   16.8345    0.2664         0.0089    0.7500
  400    561.54   16.8345    0.2664         0.0089    0.7500
  401    562.96   16.8772    0.1075         3.9891    0.0469
  402    565.32   16.9478    8.2958         0.5992    0.7500
  403    565.32   16.9478    8.2958         0.5992    0.7500
  404    565.99   16.9680    0.4971         0.3291    0.0004
  405    567.27   17.0062    3.8397         0.4070    0.7500
  406    567.27   17.0062    3.8397         0.4070    0.7500
  407    569.72   17.0797    9.7939         0.6656    0.7500
  408    569.72   17.0797    9.7939         0.6656    0.7500
  409    570.77   17.1113    0.0318         0.5933    0.0170
  410    571.41   17.1306    0.3056         0.3266    0.0635
  411    575.76   17.2608    1.6413         0.3657    0.7500
  412    575.76   17.2608    1.6413         0.3657    0.7500
  413    575.81   17.2622    0.0283         0.0674    0.0147
  414    576.69   17.2887    0.0004         0.4787    0.0064
  415    580.57   17.4050   10.6407         0.6248    0.7500
  416    580.57   17.4050   10.6407         0.6248    0.7500
  417    584.32   17.5175    1.4677         0.1118    0.7500
  418    584.32   17.5175    1.4677         0.1118    0.7500
  419    592.99   17.7773    1.2482         0.0513    0.7500
  420    592.99   17.7773    1.2482         0.0513    0.7500
  421    594.50   17.8227    0.3889         0.0160    0.7500
  422    594.50   17.8227    0.3889         0.0160    0.7500
  423    595.38   17.8490    0.0245         0.9504    0.1887
  424    601.22   18.0240    6.2689        12.4310    0.4459
  425    605.20   18.1435    0.1368        60.0496    0.0000
  426    607.75   18.2200    0.5628         1.0139    0.1264
  427    612.07   18.3493    0.4748        84.9479    0.0001
  428    618.93   18.5552    0.0043        19.9006    0.0001
  429    621.92   18.6447    8.6391        11.5680    0.0127
  430    628.00   18.8270    0.0222         4.6688    0.0014
  431    630.39   18.8985    0.0320        11.7070    0.0000
  432    650.50   19.5016    0.0809       146.4604    0.0000
  433    654.18   19.6120    0.0595       361.1509    0.0002
  434    654.49   19.6212    0.0277         0.0053    0.7500
  435    654.49   19.6212    0.0277         0.0053    0.7500
  436    659.17   19.7614    0.1004       290.8995    0.0001
  437    667.99   20.0260    0.0424         1.5955    0.0002
  438    670.44   20.0993    0.1262         7.7728    0.0001
  439    672.40   20.1580    0.1087         0.0549    0.7500
  440    672.40   20.1580    0.1087         0.0549    0.7500
  441    677.21   20.3022    0.1306         0.0053    0.7500
  442    677.21   20.3022    0.1306         0.0053    0.7500
  443    678.53   20.3418    0.3544         0.0381    0.7500
  444    678.53   20.3418    0.3544         0.0381    0.7500
  445    704.73   21.1274    0.4201         0.0275    0.7500
  446    704.73   21.1274    0.4201         0.0275    0.7500
  447    707.86   21.2212    3.5017         0.0800    0.7500
  448    707.86   21.2212    3.5017         0.0800    0.7500
  449    710.08   21.2876   18.4646         0.2751    0.7500
  450    710.08   21.2876   18.4646         0.2751    0.7500
  451    712.56   21.3620   18.0687         0.2855    0.7500
  452    712.56   21.3620   18.0687         0.2855    0.7500
  453    713.93   21.4030   18.3951         1.4632    0.1432
  454    719.53   21.5711   15.3474         0.1227    0.7500
  455    719.53   21.5711   15.3474         0.1227    0.7500
  456    725.49   21.7498    0.0663         0.0015    0.7500
  457    725.49   21.7498    0.0663         0.0015    0.7500
  458    727.20   21.8010    0.8027         0.2266    0.0648
  459    729.47   21.8691   19.7185         0.8775    0.3684
  460    730.12   21.8883    0.1054         0.0032    0.7500
  461    730.12   21.8883    0.1054         0.0032    0.7500
  462    732.54   21.9611    1.4575         0.2043    0.0843
  463    734.30   22.0138    2.4500         1.6826    0.0254
  464    735.88   22.0610   10.8699         0.8721    0.2036
  465    737.45   22.1082    3.1620         0.2546    0.1605
  466    740.70   22.2057    0.6380         1.0811    0.0066
  467    742.78   22.2680    0.3884         0.0269    0.7500
  468    742.78   22.2680    0.3884         0.0269    0.7500
  469    767.65   23.0136    3.8523         0.4717    0.7500
  470    767.65   23.0136    3.8523         0.4717    0.7500
  471    774.52   23.2196    0.0081         0.0150    0.7500
  472    774.52   23.2196    0.0081         0.0150    0.7500
  473    776.10   23.2669    0.0892         0.0148    0.7500
  474    776.10   23.2669    0.0892         0.0148    0.7500
  475    779.11   23.3570    0.0567         0.0159    0.0172
  476    793.59   23.7911    6.8616         0.1696    0.7482
  477    799.17   23.9584    0.7951         0.0806    0.1166
  478    799.32   23.9630    0.0544         9.4904    0.7500
  479    799.32   23.9630    0.0544         9.4904    0.7500
  480    801.13   24.0172    0.3027         0.0266    0.6123
  481    886.18   26.5669    0.0201         8.8626    0.7500
  482    886.18   26.5669    0.0201         8.8626    0.7500
  483    891.91   26.7389    0.0004         0.0582    0.7500
  484    891.91   26.7389    0.0004         0.0582    0.7500
  485    893.05   26.7731    0.0157         0.0851    0.7500
  486    893.05   26.7731    0.0157         0.0851    0.7500
  487    894.47   26.8155    0.0552        10.5938    0.0001
  488    894.91   26.8287    0.4094         6.5935    0.0000
  489    895.78   26.8549    0.0033         0.0422    0.7500
  490    895.78   26.8549    0.0033         0.0422    0.7500
  491    895.85   26.8570    0.0033         2.3062    0.0000
  492    897.10   26.8945    0.6215         1.4129    0.0000
  493    985.55   29.5461  256.6429         9.7739    0.7499
  494    986.96   29.5884  251.6310        10.6807    0.7500
  495    986.96   29.5884  251.6310        10.6807    0.7500
  496    991.40   29.7213    2.8473         0.1895    0.7500
  497    991.40   29.7213    2.8473         0.1895    0.7500
  498    992.99   29.7690    0.6024         0.0821    0.7500
  499    992.99   29.7690    0.6024         0.0821    0.7500
  500   1001.14   30.0135    0.1457         0.0577    0.1816
  501   1002.37   30.0502    0.3527         0.0453    0.7500
  502   1002.37   30.0502    0.3527         0.0453    0.7500
  503   1006.40   30.1710    0.0040         0.3097    0.0671
  504   1010.20   30.2849    1.2182         0.4303    0.4411
  505   1025.03   30.7297  163.8193         2.6874    0.7500
  506   1025.03   30.7297  163.8193         2.6874    0.7500
  507   1029.83   30.8735   23.1678         0.1834    0.1597
  508   1031.09   30.9114   15.0735         0.2923    0.5249
  509   1032.71   30.9599  121.1365         0.8465    0.7457
  510   1035.03   31.0296    1.9629         0.0593    0.7500
  511   1035.03   31.0296    1.9629         0.0593    0.7500
  512   1035.34   31.0388    0.6357         0.2048    0.1410
  513   1036.96   31.0873    0.0128         0.0049    0.7500
  514   1036.96   31.0873    0.0128         0.0049    0.7500
  515   1046.33   31.3683    0.5051         0.0499    0.7500
  516   1046.33   31.3683    0.5051         0.0499    0.7500
  517   1061.23   31.8148   28.6464         1.3069    0.5613
  518   1064.27   31.9061   31.5276         1.3582    0.7500
  519   1064.27   31.9061   31.5276         1.3582    0.7500
  520   1082.05   32.4391    0.0278        70.9237    0.7500
  521   1082.05   32.4391    0.0278        70.9237    0.7500
  522   1090.56   32.6941    0.1332         0.0070    0.1389
  523   1091.64   32.7265    0.2324         0.0926    0.0025
  524   1102.83   33.0620    0.0581         0.0178    0.7500
  525   1102.83   33.0620    0.0581         0.0178    0.7500
  526   1104.43   33.1101    0.0076         0.0751    0.7500
  527   1104.43   33.1101    0.0076         0.0751    0.7500
  528   1142.81   34.2604    0.1182         0.5227    0.0055
  529   1149.37   34.4572   18.4674         6.3226    0.7491
  530   1159.27   34.7542    0.8212         1.7459    0.0372
  531   1160.62   34.7945    0.0000         0.0268    0.1870
  532   1173.26   35.1734   20.7880         5.7238    0.7493
  533   1174.01   35.1958    5.1610         1.5571    0.5313
  534   1176.40   35.2676    0.1070        30.2347    0.7500
  535   1176.40   35.2676    0.1070        30.2347    0.7500
  536   1181.78   35.4289    0.1422         4.5249    0.5199
  537   1181.87   35.4317    0.0201         8.8642    0.6077
  538   1183.24   35.4726    0.0004         4.8721    0.6068
  539   1183.44   35.4785    0.5649         0.3706    0.7500
  540   1183.44   35.4785    0.5649         0.3706    0.7500
  541   1184.52   35.5110    0.0281        14.0220    0.4204
  542   1184.68   35.5158    0.0185         0.0769    0.7500
  543   1184.68   35.5158    0.0185         0.0769    0.7500
  544   1186.32   35.5649    0.4771         4.2271    0.0056
  545   1187.58   35.6028    0.0036         6.1225    0.0000
  546   1187.59   35.6032    5.1445         0.7240    0.7500
  547   1187.59   35.6032    5.1445         0.7240    0.7500
  548   1196.52   35.8708   27.9911         0.4234    0.7500
  549   1196.52   35.8708   27.9911         0.4234    0.7500
  550   1198.86   35.9408    2.1434         0.1504    0.7500
  551   1198.86   35.9408    2.1434         0.1504    0.7500
  552   1200.13   35.9790    1.4848         0.1731    0.7500
  553   1200.13   35.9790    1.4848         0.1731    0.7500
  554   1215.10   36.4278    0.0097        12.0194    0.0000
  555   1217.44   36.4980    0.0070         0.3728    0.0001
  556   1218.55   36.5313    7.9102         7.2064    0.7500
  557   1218.55   36.5313    7.9102         7.2064    0.7500
  558   1220.26   36.5823    0.0846        90.1033    0.0000
  559   1223.36   36.6753    0.4251         0.1178    0.7500
  560   1223.36   36.6753    0.4251         0.1178    0.7500
  561   1225.51   36.7399    0.0518       819.8139    0.0000
  562   1225.83   36.7495    3.7438        23.7582    0.7500
  563   1225.83   36.7495    3.7438        23.7582    0.7500
  564   1226.78   36.7779    0.7631         4.2620    0.7500
  565   1226.78   36.7779    0.7631         4.2620    0.7500
  566   1234.48   37.0089    0.0092        52.4054    0.7500
  567   1234.48   37.0089    0.0092        52.4054    0.7500
  568   1234.95   37.0229    0.2332      1212.8312    0.0000
  569   1240.12   37.1779    0.4499         7.2174    0.7500
  570   1240.12   37.1779    0.4499         7.2174    0.7500
  571   1252.15   37.5387    0.3018         0.2354    0.7500
  572   1252.15   37.5387    0.3018         0.2354    0.7500
  573   1266.37   37.9648  107.2843         9.0693    0.7416
  574   1266.73   37.9755    0.1017         1.3217    0.7500
  575   1266.73   37.9755    0.1017         1.3217    0.7500
  576   1267.90   38.0108    0.2935         1.8187    0.7500
  577   1267.90   38.0108    0.2935         1.8187    0.7500
  578   1269.67   38.0636    0.8889        60.0250    0.7500
  579   1269.67   38.0636    0.8889        60.0250    0.7500
  580   1269.75   38.0662    0.0497         0.2209    0.0050
  581   1269.88   38.0702    0.0306         0.1205    0.0124
  582   1270.44   38.0869    0.2091         0.1473    0.0448
  583   1273.40   38.1756    0.7120         1.0132    0.7500
  584   1273.40   38.1756    0.7120         1.0132    0.7500
  585   1274.03   38.1944   62.9964         5.8787    0.7500
  586   1274.03   38.1944   62.9964         5.8787    0.7500
  587   1274.52   38.2092   21.2454         2.5137    0.7500
  588   1274.52   38.2092   21.2454         2.5137    0.7500
  589   1277.07   38.2855    0.0807         0.4924    0.7500
  590   1277.07   38.2855    0.0807         0.4924    0.7500
  591   1279.89   38.3701    0.0841         0.1387    0.7500
  592   1279.89   38.3701    0.0841         0.1387    0.7500
  593   1280.71   38.3948    0.2229         0.2569    0.7500
  594   1280.71   38.3948    0.2229         0.2569    0.7500
  595   1282.79   38.4572    1.5297        55.3206    0.7500
  596   1282.79   38.4572    1.5297        55.3206    0.7500
  597   1285.16   38.5280    5.5147         0.2432    0.5469
  598   1285.61   38.5417   71.0901         2.5359    0.7088
  599   1285.73   38.5452  141.2571         5.0702    0.6986
  600   1286.85   38.5787    0.1710         0.0335    0.0679
  601   1289.25   38.6509  232.7527         9.4013    0.7500
  602   1289.25   38.6509  232.7527         9.4013    0.7500
  603   1295.00   38.8230    0.0671       340.1840    0.0000
  604   1296.77   38.8761    1.6421         0.3384    0.7500
  605   1296.77   38.8761    1.6421         0.3384    0.7500
  606   1301.25   39.0106    0.0134         3.6050    0.0000
  607   1307.63   39.2019    0.2409         0.1224    0.7500
  608   1307.63   39.2019    0.2409         0.1224    0.7500
  609   1308.75   39.2352    0.2312         0.0176    0.7500
  610   1308.75   39.2352    0.2312         0.0176    0.7500
  611   1322.65   39.6521    0.7106         7.8793    0.7500
  612   1322.65   39.6521    0.7106         7.8793    0.7500
  613   1355.85   40.6473    0.0012         0.0354    0.7500
  614   1355.85   40.6473    0.0012         0.0354    0.7500
  615   1357.72   40.7035    0.0011         0.0790    0.0431
  616   1358.30   40.7207    0.0213         0.0036    0.7500
  617   1358.30   40.7207    0.0213         0.0036    0.7500
  618   1359.87   40.7679    0.0063         0.0064    0.0036
  619   1360.62   40.7905    0.0032         0.0101    0.0680
  620   1377.63   41.3003    0.0508         0.0292    0.7500
  621   1377.63   41.3003    0.0508         0.0292    0.7500
  622   1386.54   41.5675    0.0000         0.3354    0.0277
  623   1389.09   41.6440    0.0086         0.0519    0.4902
  624   1405.37   42.1321    0.0003        11.3100    0.7341

     DYNMAT       :     10h50m CPU     11h 0m WALL


   This run was terminated on:   7:25:47   8Jan2021            

=------------------------------------------------------------------------------=
   JOB DONE.
=------------------------------------------------------------------------------=
